URL,Title,H1 - 1,H1 - 2,H2 - 1,H2 - 10,H2 - 11,H2 - 12,H2 - 13,H2 - 14,H2 - 15,H2 - 16,H2 - 17,H2 - 18,H2 - 19,H2 - 2,H2 - 20,H2 - 21,H2 - 22,H2 - 23,H2 - 24,H2 - 25,H2 - 26,H2 - 27,H2 - 28,H2 - 29,H2 - 3,H2 - 30,H2 - 31,H2 - 32,H2 - 33,H2 - 34,H2 - 35,H2 - 36,H2 - 37,H2 - 4,H2 - 5,H2 - 6,H2 - 7,H2 - 8,H2 - 9,META Description
https://elevenaustralia.au/collections/gifts-sets,"
          Gifts & Sets
 – ELEVEN Australia",,,"


Item added to your cart",,,,,,,,,,,Gifts & Sets,,,,,,,,,,,You may also like…See All ,,,,,,,,,"Your Cart 
          





",,,,,,A selection of limited edition sets featuring your favourite ELEVEN Australia products.
https://elevenaustralia.au/collections/fine,"
          404 Not Found
 – ELEVEN Australia","
    Page not found
  ",,"


Item added to your cart",,,,,,,,,,,"Your Cart 
          





",,,,,,,,,,,,,,,,,,,,,,,,,,
https://elevenaustralia.au/products/detangle-my-hair-leave-in-spray-250ml,"
          DETANGLE MY HAIR LEAVE-IN SPRAY 250ML
 – ELEVEN Australia",Detangle My HairLeave-In Spray,,"


Item added to your cart",,,,,,,,,,,Ideal for,,,,,,,,,,,How do i use it,,,,,,,,,Stylist Tip,Hero Ingredients & Benefits ,Ingredients,Complete Your Routine,Customer Reviews,"Your Cart 
          





",ELEVEN Australia Hair DETANGLE MY HAIR LEAVE-IN SPRAY is a lightweight detangler with Pear Extract to hydrate and tame hair. Also good to help prevent dandruff and dry scalp.
https://elevenaustralia.au/products/dry-shampoo-volume-paste-85g,"
          DRY SHAMPOO VOLUME PASTE 85G
 – ELEVEN Australia",Dry ShampooVolume Paste,,"


Item added to your cart",,,,,,,,,,,Ideal for,,,,,,,,,,,How do i use it,,,,,,,,,Stylist Tip,Hero Ingredients & Benefits ,Ingredients,Complete Your Routine,Customer Reviews,"Your Cart 
          





","ELEVEN Australia Hair DRY SHAMPOO VOLUME PASTE is an essential for anyone in need of volume or texture. Similar to dry shampoo, the paste removes excess oil while providing hair with “second day texture”, body and a natural shine. From shorter cuts to lobs, this is a must-have styling product."
https://elevenaustralia.au/collections/lived-in-texture,"
          404 Not Found
 – ELEVEN Australia","
    Page not found
  ",,"


Item added to your cart",,,,,,,,,,,"Your Cart 
          





",,,,,,,,,,,,,,,,,,,,,,,,,,
https://elevenaustralia.au/collections/straight,"
          404 Not Found
 – ELEVEN Australia","
    Page not found
  ",,"


Item added to your cart",,,,,,,,,,,"Your Cart 
          





",,,,,,,,,,,,,,,,,,,,,,,,,,
https://elevenaustralia.au/products/gentle-clean-balancing-shampoo,"
          GENTLE CLEAN BALANCING SHAMPOO 300ML
 – ELEVEN Australia",GENTLE CLEANBALANCING SHAMPOO,,"


Item added to your cart",,,,,,,,,,,Ideal for,,,,,,,,,,,How do i use it,,,,,,,,,STYLIST TIP,Hero Ingredients & Benefits ,Ingredients,Complete Your Routine,Customer Reviews,"Your Cart 
          





","ELEVEN Australia GENTLE CLEAN BALANCING SHAMPOO is a gentle, soap-free formula designed to pH balance and soothes the scalp and hydrate hair."
https://elevenaustralia.au/pages/give-me-texture,"
          ELEVEN Australia GIVE ME TEXTURE products
",,,"


Item added to your cart",,,,,,,,,,,GIVE ME TEXTURE,,,,,,,,,,,Miracle Hair treatment,,,,,,,,,"Your Cart 
          





",,,,,,ELEVEN Australia Hair and Body Care range includes GIVE ME TEXTURE styling products such as I WANT BODY TEXTURE SPRAY and DRY FINISH TEXTURE SPRAY.
https://elevenaustralia.au/collections/curl-care,"
          404 Not Found
 – ELEVEN Australia","
    Page not found
  ",,"


Item added to your cart",,,,,,,,,,,"Your Cart 
          





",,,,,,,,,,,,,,,,,,,,,,,,,,
https://elevenaustralia.au/collections/get-the-look-far-north-campaign,"
          Get the look: Far North Campaign
 – ELEVEN Australia",,,"


Item added to your cart",,,,,,,,,,,Get the look: Far North Campaign,,,,,,,,,,,You may also like…See All ,,,,,,,,,"Your Cart 
          





",,,,,,"Shop the range of MIRACLE LEAVE IN TREATMENT, SMOOTH & SHINE ANTI-FRIZZ SERUM, GIVE ME CLEAN HAIR DRY SHAMPOO, FRIZZ CONTROL SHAPING CREAM, SEA SALT TEXTURE SPRAY, MATTE TEXTURE STYLING PASTE and EXTRA HOLD STYLING CLAY."
https://elevenaustralia.au/pages/smooth-me-now,"
          ELEVEN Australia Hair SMOOTH ME NOW
",,,"


Item added to your cart",,,,,,,,,,,SMOOTH ME NOW,,,,,,,,,,,Miracle Hair treatment,,,,,,,,,"Your Cart 
          





",,,,,,The ELEVEN Australia SMOOTH ME NOW range includes the SMOOTH ME NOW ANTI-FRIZZ SHAMPOO & CONDITIONER which help to control and smooth thick & course hair. For extra shine add ELEVEN Australia MIRACLE HAIR MASK & finish your look with ELEVEN Australia FRIZZ CONTROL SHAPING CREAM.
https://elevenaustralia.au/products/frizz-control-shaping-cream-150ml,"
          FRIZZ CONTROL SHAPING CREAM 150ML
 – ELEVEN Australia",FRIZZ CONTROLSHAPING CREAM,,"


Item added to your cart",,,,,,,,,,,Ideal for,,,,,,,,,,,How do i use it,,,,,,,,,Stylist Tip,KEY BENEFITS  ,Ingredients,Complete Your Routine,Customer Reviews,"Your Cart 
          





",ELEVEN Australia FRIZZ CONTROL SHAPING CREAM smooths even the most stubborn frizz. The moisturising cream controls flyaways and defines hair’s natural curl and wave. All while not weighing the hair down! Simply put the product for people who don't like styling products.
https://elevenaustralia.au/products/i-want-body-volume-foam-200ml,"
          I WANT BODY VOLUME FOAM 200ML
 – ELEVEN Australia",I WANT BODYVOLUME FOAM,,"


Item added to your cart",,,,,,,,,,,Ideal for,,,,,,,,,,,How do i use it,,,,,,,,,Stylist Tip,Hero Ingredients & Benefits ,Ingredients,Complete Your Routine,Customer Reviews,"Your Cart 
          





",ELEVEN Australia I WANT BODY VOLUME FOAM is the perfect pre-styler for fine hair. The foam thickens the hair follicle while not weighing it down. The end result - fuller hair without the crunch.
https://elevenaustralia.au/collections/dryness,"
          404 Not Found
 – ELEVEN Australia","
    Page not found
  ",,"


Item added to your cart",,,,,,,,,,,"Your Cart 
          





",,,,,,,,,,,,,,,,,,,,,,,,,,
https://elevenaustralia.au/policies/refund-policy,"
          Refund policy
 – ELEVEN Australia",Refund policy,,"


Item added to your cart",,,,,,,,,,,"Your Cart 
          





",,,,,,,,,,,,,,,,,,,,,,,,,,
https://elevenaustralia.au/pages/about-us-our-ingredients,"
          About Us - Our Ingredients
 – ELEVEN Australia",,,"


Item added to your cart",,,,,,,,,,, Our Ingredients,,,,,,,,,,, INGREDIENTS WE USE,,,,,,,,,"Your Cart 
          





",,,,,,
https://elevenaustralia.au/products/deep-clean-shampoo-300ml,"
          DEEP CLEAN SHAMPOO 300ML
 – ELEVEN Australia",DEEP CLEANSHAMPOO,,"


Item added to your cart",,,,,,,,,,,Ideal for,,,,,,,,,,,How do i use it,,,,,,,,,Stylist Tip,Hero Ingredients & Benefits ,Ingredients,Complete Your Routine,Customer Reviews,"Your Cart 
          





","Give your hair the ultimate cleanse with ELEVEN Australia hair DEEP CLEAN SHAMPOO. Formulated with Orange Oil, the shampoo provides a rich cleanse while still leaving the hair and scalp feeling hydrated and healthy. For all hair types."
https://elevenaustralia.au/collections/coily,"
          404 Not Found
 – ELEVEN Australia","
    Page not found
  ",,"


Item added to your cart",,,,,,,,,,,"Your Cart 
          





",,,,,,,,,,,,,,,,,,,,,,,,,,
https://elevenaustralia.au/products/smooth-me-now-anti-frizz-shampoo-300ml-2,"
          SMOOTH ME NOW ANTI-FRIZZ SHAMPOO 300ML
 – ELEVEN Australia",SMOOTH ME NOWANTI-FRIZZ SHAMPOO,,"


Item added to your cart",,,,,,,,,,,Ideal for,,,,,,,,,,,How do i use it,,,,,,,,,Stylist Tip,Hero Ingredients & Benefits ,Ingredients,Complete Your Routine,Customer Reviews,"Your Cart 
          





","Nutrient-rich ELEVEN Australia SMOOTH ME NOW ANTI-FRIZZ SHAMPOO fights the two main causes of frizz – damage and dryness. The formula strengthens the hair shaft with protein while helping hair retain moisture. Thick and coarse or dry and frail, this shampoo is the ultimate frizz fighter!"
https://elevenaustralia.au/products/miracle-hair-treatment-conditioner-300ml,"
          MIRACLE HAIR TREATMENT CONDITIONER 300ML
 – ELEVEN Australia",MIRACLE HAIR TREATMENTCONDITIONER,,"


Item added to your cart",,,,,,,,,,,Ideal for,,,,,,,,,,,How do i use it,,,,,,,,,Stylist Tip,Hero Ingredients & Benefits ,Ingredients,Complete Your Routine,Customer Reviews,"Your Cart 
          





","ELEVEN Australia MIRACLE HAIR TREATMENT is a leave in treatment that delivers 11 benefits your hair will LOVE: 1. Add shine, smoothness and softness 2. Control frizz & flyaways 3. Moisturise 4. Strengthen fragile hair 5. Prevent split ends 6. Detangle & create manageability 7. Protect against heat styling 8. Enhance natural body 9. Repair dry damaged hair 10. Protect hair colour with UVA & UVB filters 11. Prevent sun damage"
https://elevenaustralia.au/collections/hair/curly,"
          Hair
 – tagged ""CURLY"" – ELEVEN Australia",,,"


Item added to your cart",,,,,,,,,,,Hair,,,,,,,,,,,You may also like…See All ,,,,,,,,,"Your Cart 
          





",,,,,,"FIND YOUR FAVEFor healthier hair, you need products that are right for your hair type. Lucky for you, we have a product that suits every hair type and hair concern. Including the iconic MIRACLE LEAVE IN HAIR TREATMENT and MIRACLE HAIR MASK."
https://elevenaustralia.au/collections/hair/medium,"
          Hair
 – tagged ""MEDIUM"" – ELEVEN Australia",,,"


Item added to your cart",,,,,,,,,,,Hair,,,,,,,,,,,You may also like…See All ,,,,,,,,,"Your Cart 
          





",,,,,,"FIND YOUR FAVEFor healthier hair, you need products that are right for your hair type. Lucky for you, we have a product that suits every hair type and hair concern. Including the iconic MIRACLE LEAVE IN HAIR TREATMENT and MIRACLE HAIR MASK."
https://elevenaustralia.au/collections/hair/coarse,"
          Hair
 – tagged ""COARSE"" – ELEVEN Australia",,,"


Item added to your cart",,,,,,,,,,,Hair,,,,,,,,,,,You may also like…See All ,,,,,,,,,"Your Cart 
          





",,,,,,"FIND YOUR FAVEFor healthier hair, you need products that are right for your hair type. Lucky for you, we have a product that suits every hair type and hair concern. Including the iconic MIRACLE LEAVE IN HAIR TREATMENT and MIRACLE HAIR MASK."
https://elevenaustralia.au/collections/vegan,"
          Vegan
 – ELEVEN Australia",,,"


Item added to your cart",,,,,,,,,,,Vegan,,,,,,,,,,,You may also like…See All ,,,,,,,,,"Your Cart 
          





",,,,,,"Only want to shop vegan-friendly products? You’ve come to the right place. Welcome to our carefully curated vegan category! Shop our range of vegan hair and beauty products – free from animal-derived ingredients. Whether it's REPAIR, HYDRATE, KEEP MY COLOUR BLONDE or MIRACLE, we have a vegan-free product for you."
https://elevenaustralia.au/products/hydrate-my-hair-conditioner-50ml,"
          HYDRATE MY HAIR MOISTURE CONDITIONER 50ML
 – ELEVEN Australia",HYDRATE MY HAIRMOISTURE CONDITIONER,,"


Item added to your cart",,,,,,,,,,,Ideal for,,,,,,,,,,,How do i use it,,,,,,,,,Stylist Tip,Hero Ingredients & Benefits ,Ingredients,Complete Your Routine,Customer Reviews,"Your Cart 
          





","ELEVEN Australia HYDRATE MY HAIR MOISTURE CONDITIONER in 50ML is a colour-safe, ultra-nourishing conditioner to combat Australia’s extreme climate. Hot, dry weather is one of the leading causes for hair breakage in Australia. Cucumber Extract, Hydrolysed Quinoa and Avocado Oil protect hair against further dry damage from hot temperatures and moisture-stripping winds for hydration in any environment."
https://elevenaustralia.au/products/miracle-hair-treatment-shampoo-300ml,"
          MIRACLE HAIR TREATMENT SHAMPOO 300ML
 – ELEVEN Australia",MIRACLE HAIR TREATMENTSHAMPOO,,"


Item added to your cart",,,,,,,,,,,Ideal for,,,,,,,,,,,How do i use it,,,,,,,,,Stylist Tip,Hero Ingredients & Benefits ,Ingredients,Complete Your Routine,Customer Reviews,"Your Cart 
          





","ELEVEN Australia MIRACLE HAIR TREATMENT is a leave in treatment that delivers 11 benefits your hair will LOVE: 1. Add shine, smoothness and softness 2. Control frizz & flyaways 3. Moisturise 4. Strengthen fragile hair 5. Prevent split ends 6. Detangle & create manageability 7. Protect against heat styling 8. Enhance natural body 9. Repair dry damaged hair 10. Protect hair colour with UVA & UVB filters 11. Prevent sun damage"
https://elevenaustralia.au/products/miracle-hair-treatment-125ml,"
          MIRACLE HAIR TREATMENT 125ML
 – ELEVEN Australia",MIRACLE HAIRTREATMENT,,"


Item added to your cart",,,,,,,,,,,Ideal for,,,,,,,,,,,How do i use it,,,,,,,,,Stylist Tip,Hero Ingredients & Benefits ,Ingredients,Complete Your Routine,Customer Reviews,"Your Cart 
          





","ELEVEN Australia MIRACLE HAIR TREATMENT is a leave in treatment that delivers 11 benefits your hair will LOVE: 1. Add shine, smoothness and softness 2. Control frizz & flyaways 3. Moisturise 4. Strengthen fragile hair 5. Prevent split ends 6. Detangle & create manageability 7. Protect against heat styling 8. Enhance natural body 9. Repair dry damaged hair 10. Protect hair colour with UVA & UVB filters 11. Prevent sun damage"
https://elevenaustralia.au/collections/conditioner,"
          Conditioner
 – ELEVEN Australia",,,"


Item added to your cart",,,,,,,,,,,Conditioner,,,,,,,,,,,You may also like…See All ,,,,,,,,,"Your Cart 
          





",,,,,,"Healthy hair starts in the shower. Lock in your desired result with one of our high-performing and nourishing conditioners. Choose from HYDRATE MY HAIR MOISTURE CONDITIONER, I WANT BODY VOLUME, REPAIR MY HAIR NOURISHING CONDITIONER, SMOOTH ME NOW ANTI-FRIZZ and KEEP MY COLOUR BLONDE."
https://elevenaustralia.au/products/keep-my-colour-blonde-conditioner-50ml,"
          KEEP MY COLOUR BLONDE CONDITIONER 50ML
 – ELEVEN Australia",KEEP MY COLOURBLONDE CONDITIONER,,"


Item added to your cart",,,,,,,,,,,Ideal for,,,,,,,,,,,How do i use it,,,,,,,,,Stylist Tip,Hero Ingredients & Benefits ,Ingredients,Complete Your Routine,Customer Reviews,"Your Cart 
          





",ELEVEN Australia KEEP MY COLOUR BLONDE CONDITIONER is a toning conditioner for coloured and natural blondes.
https://elevenaustralia.au/products/eleven-australia-flat-iron,"
          FLAT IRON
 – ELEVEN Australia",FLATIRON,,"


Item added to your cart",,,,,,,,,,,Complete Your Routine,,,,,,,,,,,Customer Reviews,,,,,,,,,"Your Cart 
          





",,,,,,"The ELEVEN Australia Hair Flat Iron is the perfect styling tool for creating sleek straight hair, effortless waves or polished curls. With our Rapid-Heat Technology© you can create your look in seconds. Featuring thin ceramic plates, six temperature levels, universal voltage and a 30 minute sleep mode for safety; the ELEVEN Australia Flat Iron is your styling go-to and the perfect travel partner."
https://elevenaustralia.au/products/smooth-me-now-conditioner-50ml,"
          SMOOTH ME NOW ANTI-FRIZZ CONDITIONER 50ML
 – ELEVEN Australia",SMOOTH ME NOWCONDITIONER,,"


Item added to your cart",,,,,,,,,,,Ideal for,,,,,,,,,,,How do i use it,,,,,,,,,Stylist Tip,Hero Ingredients & Benefits ,Ingredients,Complete Your Routine,Customer Reviews,"Your Cart 
          





","Take control of your hair by switching to ELEVEN Australia SMOOTH ME NOW ANTI-FRIZZ CONDITIONER. Avocado Oil and Cucumber Extract condition, strengthen and soothes the hair, leaving it smooth and manageable. Use before styling for all-day frizz control."
https://elevenaustralia.au/products/styling-brush-large-ltd-edition-rose-gold,"
          404 Not Found
 – ELEVEN Australia","
    Page not found
  ",,"


Item added to your cart",,,,,,,,,,,"Your Cart 
          





",,,,,,,,,,,,,,,,,,,,,,,,,,
https://elevenaustralia.au/collections/hair/dull,"
          Hair
 – tagged ""DULL"" – ELEVEN Australia",,,"


Item added to your cart",,,,,,,,,,,Hair,,,,,,,,,,,You may also like…See All ,,,,,,,,,"Your Cart 
          





",,,,,,"FIND YOUR FAVEFor healthier hair, you need products that are right for your hair type. Lucky for you, we have a product that suits every hair type and hair concern. Including the iconic MIRACLE LEAVE IN HAIR TREATMENT and MIRACLE HAIR MASK."
https://elevenaustralia.au/products/keep-my-colour-blonde-toning-spray-200ml,"
          KEEP MY COLOUR BLONDE TONING SPRAY 200ML
 – ELEVEN Australia",KEEP MY COLOUR BLONDETONING SPRAY,,"


Item added to your cart",,,,,,,,,,,Ideal for,,,,,,,,,,,How do i use it,,,,,,,,,Stylist Tip,Hero Ingredients & Benefits ,Ingredients,Complete Your Routine,Customer Reviews,"Your Cart 
          





","ELEVEN Australia KEEP MY COLOUR BLONDE CONDITIONER is a leave-in spray that comes with heat protection and works to neutralise brassiness, enhance cool blonde tones and protect against daily heat styling up to 220°C."
https://elevenaustralia.au/collections/hair/dull?page=2,"
          Hair
 – tagged ""DULL"" – Page 2 – ELEVEN Australia",,,"


Item added to your cart",,,,,,,,,,,Hair,,,,,,,,,,,You may also like…See All ,,,,,,,,,"Your Cart 
          





",,,,,,"FIND YOUR FAVEFor healthier hair, you need products that are right for your hair type. Lucky for you, we have a product that suits every hair type and hair concern. Including the iconic MIRACLE LEAVE IN HAIR TREATMENT and MIRACLE HAIR MASK."
https://elevenaustralia.au/pages/our-routines,"
          ELEVEN Australia Hair and Body Care - Hair Routines & Hair Care Ranges
",,,"


Item added to your cart",Build your own routine,Smooth  Me Now,Make me shine,Give me texture,"Your Cart 
          





",,,,,,Our Routines,,,,,,,,,,,Repair my hair,,,,,,,,,Hydrate my hair,Keep my colour,I want volume,Keep my curl,Gentle Clean & Sensitive,Build your own routine,ELEVEN Australia Hair and Body Care
https://elevenaustralia.au/products/keep-my-colour-treatment-blonde-200ml,"
          KEEP MY COLOUR TREATMENT BLONDE 200ML
 – ELEVEN Australia",KEEP MY COLOURTREATMENT BLONDE,,"


Item added to your cart",,,,,,,,,,,Ideal for,,,,,,,,,,,How do i use it,,,,,,,,,Stylist Tip,Hero Ingredients & Benefits ,Ingredients,Complete Your Routine,Customer Reviews,"Your Cart 
          





","ELEVEN Australia KEEP MY COLOUR TREATMENT BLONDE boosts tones while adding shine to achieve the iconic Australian blonde. The blue based treatment enhances cool, blonde tones to reduce brassiness. It also promotes a healthy shine, treats and conditions the hair with Macadamia Seed Oil."
https://elevenaustralia.au/collections/medium,"
          404 Not Found
 – ELEVEN Australia","
    Page not found
  ",,"


Item added to your cart",,,,,,,,,,,"Your Cart 
          





",,,,,,,,,,,,,,,,,,,,,,,,,,
https://elevenaustralia.au/products/i-want-body-volume-shampoo-50ml,"
          I WANT BODY VOLUME SHAMPOO 50ML
 – ELEVEN Australia",I WANT BODYVOLUME SHAMPOO,,"


Item added to your cart",,,,,,,,,,,Ideal for,,,,,,,,,,,How do i use it,,,,,,,,,Stylist Tip,Hero Ingredients & Benefits ,Ingredients,Complete Your Routine,Customer Reviews,"Your Cart 
          





","ELEVEN Australia I WANT BODY VOLUME SHAMPOO is packed with natural extracts that build body, add shine and bounce to the hair. The hair follicles are strengthened from within, providing thicker, fuller and voluminous hair. Perfect for fine hair or anyone wanting a volume boost."
https://elevenaustralia.au/products/eleven-australia-e-gift-card,"
          ELEVEN Australia E-Gift Card
",ELEVEN AUSTRALIAE-GIFT CARD,,"


Item added to your cart",,,,,,,,,,,Complete Your Routine,,,,,,,,,,,Customer Reviews,,,,,,,,,"Your Cart 
          





",,,,,,"The ELEVEN Australia E-GIFT CARD is the perfect gift when you're unsure what to give. They're available to purchase and redeem online at www.elevenaustralia.au within Australia only. For full Terms of Use, please click here. Kindly note that ELEVEN Australia E-GIFT CARDS are sent directly to the recipient's email addre"
https://elevenaustralia.au/pages/keep-my-colour,"
          ELEVEN Australia KEEP MY COLOUR BLONDE hair care range
",,,"


Item added to your cart",,,,,,,,,,,KEEP MY COLOUR,,,,,,,,,,,Miracle Hair treatment,,,,,,,,,"Your Cart 
          





",,,,,,"ELEVEN Australia KEEP MY COLOUR BLONDE hair care range includes KEEP MY COLOUR BLONDE shampoo, KEEP MY COLOUR BLONDE conditioner and KEEP MY COLOUR BLONDE Treatment. Best blonde shampoo and conditioner for keeping your blonde fresh and avoiding brassy tones."
https://elevenaustralia.au/collections/hair/brassy-tones,"
          Hair
 – tagged ""BRASSY TONES"" – ELEVEN Australia",,,"


Item added to your cart",,,,,,,,,,,Hair,,,,,,,,,,,You may also like…See All ,,,,,,,,,"Your Cart 
          





",,,,,,"FIND YOUR FAVEFor healthier hair, you need products that are right for your hair type. Lucky for you, we have a product that suits every hair type and hair concern. Including the iconic MIRACLE LEAVE IN HAIR TREATMENT and MIRACLE HAIR MASK."
https://elevenaustralia.au/products/3-minute-repair-rinse-out-treatment-500ml,"
          LIMITED EDITION 500ML 3 MINUTE REPAIR RINSE OUT TREATMENT
 – ELEVEN Australia",LIMITED EDITION 500ML 3 MINUTE REPAIR RINSE OUT TREATMENT ,,"


Item added to your cart",,,,,,,,,,,Ideal for,,,,,,,,,,,How do i use it,,,,,,,,,Stylist Tip,Hero Ingredients & Benefits ,Ingredients,Complete Your Routine,Customer Reviews,"Your Cart 
          





","For soft, nourished hair. Containing multiple hair conditioning agents and proteins to treat and repair dry, damaged hair. For hair on the brink of breakdown, use ELEVEN Australia 3 MINUTE REPAIR RINSE OUT TREATMENT."
https://elevenaustralia.au/collections/hair/normal,"
          Hair
 – tagged ""NORMAL"" – ELEVEN Australia",,,"


Item added to your cart",,,,,,,,,,,Hair,,,,,,,,,,,You may also like…See All ,,,,,,,,,"Your Cart 
          





",,,,,,"FIND YOUR FAVEFor healthier hair, you need products that are right for your hair type. Lucky for you, we have a product that suits every hair type and hair concern. Including the iconic MIRACLE LEAVE IN HAIR TREATMENT and MIRACLE HAIR MASK."
https://elevenaustralia.au/products/smooth-shine-anti-frizz-serum-60ml,"
          SMOOTH & SHINE ANTI-FRIZZ SERUM 60ML
 – ELEVEN Australia",SMOOTH & SHINEANTI-FRIZZ SERUM,,"


Item added to your cart",,,,,,,,,,,Ideal for,,,,,,,,,,,How do i use it,,,,,,,,,Stylist Tip,KEY BENEFITS  ,Ingredients,Complete Your Routine,Customer Reviews,"Your Cart 
          





",Sleek and shine in a bottle! ELEVEN Australia SMOOTH & SHINE ANTI-FRIZZ SERUM is a lightweight treatment for all hair types. Argan Oil softens hair providing maximum manageability to control even the most stubborn flyaways. The must-have frizz control styling product for all hair types!
https://elevenaustralia.au/collections/dry,"
          404 Not Found
 – ELEVEN Australia","
    Page not found
  ",,"


Item added to your cart",,,,,,,,,,,"Your Cart 
          





",,,,,,,,,,,,,,,,,,,,,,,,,,
https://elevenaustralia.au/collections/hair/hair?page=2,"
          Hair
 – tagged ""HAIR"" – Page 2 – ELEVEN Australia",,,"


Item added to your cart",,,,,,,,,,,Hair,,,,,,,,,,,You may also like…See All ,,,,,,,,,"Your Cart 
          





",,,,,,"FIND YOUR FAVEFor healthier hair, you need products that are right for your hair type. Lucky for you, we have a product that suits every hair type and hair concern. Including the iconic MIRACLE LEAVE IN HAIR TREATMENT and MIRACLE HAIR MASK."
https://elevenaustralia.au/products/i-want-body-volume-conditioner-300ml,"
          I WANT BODY VOLUME CONDITIONER 300ML
 – ELEVEN Australia",I WANT BODYVOLUME CONDITIONER,,"


Item added to your cart",,,,,,,,,,,Ideal for,,,,,,,,,,,How do i use it,,,,,,,,,Stylist Tip,Hero Ingredients & Benefits ,Ingredients,Complete Your Routine,Customer Reviews,"Your Cart 
          





","ELEVEN Australia I WANT BODY VOLUME CONDITIONER is the ultimate volume builder. Stacked with proteins, the conditioner thickens hair, providing protection and thickness. For fine hair or to boost volume for all hair types."
https://elevenaustralia.au/collections/wavy,"
          404 Not Found
 – ELEVEN Australia","
    Page not found
  ",,"


Item added to your cart",,,,,,,,,,,"Your Cart 
          





",,,,,,,,,,,,,,,,,,,,,,,,,,
https://elevenaustralia.au/products/repair-my-hair-nourishing-shampoo-50ml,"
          REPAIR MY HAIR NOURISHING SHAMPOO 50ML
 – ELEVEN Australia",REPAIR MY HAIRNOURISHING SHAMPOO,,"


Item added to your cart",,,,,,,,,,,Ideal for,,,,,,,,,,,How do i use it,,,,,,,,,Stylist Tip,Hero Ingredients & Benefits ,Ingredients,Complete Your Routine,Customer Reviews,"Your Cart 
          





",ELEVEN Australia REPAIR MY HAIR NOURISHING SHAMPOO is a strengthening shampoo used to rebuild damaged hair and protect from heat styling.
https://elevenaustralia.au/collections/hair/smooth-sleek,"
          Hair
 – tagged ""SMOOTH & SLEEK"" – ELEVEN Australia",,,"


Item added to your cart",,,,,,,,,,,Hair,,,,,,,,,,,You may also like…See All ,,,,,,,,,"Your Cart 
          





",,,,,,"FIND YOUR FAVEFor healthier hair, you need products that are right for your hair type. Lucky for you, we have a product that suits every hair type and hair concern. Including the iconic MIRACLE LEAVE IN HAIR TREATMENT and MIRACLE HAIR MASK."
https://elevenaustralia.au/collections/vegan?page=2,"
          Vegan
 – Page 2 – ELEVEN Australia",,,"


Item added to your cart",,,,,,,,,,,Vegan,,,,,,,,,,,You may also like…See All ,,,,,,,,,"Your Cart 
          





",,,,,,"Only want to shop vegan-friendly products? You’ve come to the right place. Welcome to our carefully curated vegan category! Shop our range of vegan hair and beauty products – free from animal-derived ingredients. Whether it's REPAIR, HYDRATE, KEEP MY COLOUR BLONDE or MIRACLE, we have a vegan-free product for you."
https://elevenaustralia.au/collections/hair/vegan,"
          Hair
 – tagged ""VEGAN"" – ELEVEN Australia",,,"


Item added to your cart",,,,,,,,,,,Hair,,,,,,,,,,,You may also like…See All ,,,,,,,,,"Your Cart 
          





",,,,,,"FIND YOUR FAVEFor healthier hair, you need products that are right for your hair type. Lucky for you, we have a product that suits every hair type and hair concern. Including the iconic MIRACLE LEAVE IN HAIR TREATMENT and MIRACLE HAIR MASK."
https://elevenaustralia.au/products/keep-my-colour-blonde-shampoo-300ml,"
          KEEP MY COLOUR BLONDE SHAMPOO 300ML
 – ELEVEN Australia",KEEP MY COLOURBLONDE SHAMPOO,,"


Item added to your cart",,,,,,,,,,,Ideal for,,,,,,,,,,,How do i use it,,,,,,,,,Stylist Tip,Hero Ingredients & Benefits ,Ingredients,Complete Your Routine,Customer Reviews,"Your Cart 
          





","ELEVEN Australia KEEP MY COLOUR BLONDE SHAMPOO is a specifically formulated shampoo perfect for any blonde- natural or not! To fight brassiness, the shampoo uses a blue base with ext. Violet 2. While boosting blonde tones, soy proteins and natural extracts strengthen hair and add volume. This nutrient-rich shampoo is essential for anyone after the cool tones of the iconic Aussie blonde."
https://elevenaustralia.au/collections/hair/defined-curls,"
          Hair
 – tagged ""DEFINED CURLS"" – ELEVEN Australia",,,"


Item added to your cart",,,,,,,,,,,Hair,,,,,,,,,,,You may also like…See All ,,,,,,,,,"Your Cart 
          





",,,,,,"FIND YOUR FAVEFor healthier hair, you need products that are right for your hair type. Lucky for you, we have a product that suits every hair type and hair concern. Including the iconic MIRACLE LEAVE IN HAIR TREATMENT and MIRACLE HAIR MASK."
https://elevenaustralia.au/blogs/blog/jakara-anthony-x-eleven-australia,"
          Olympic Gold Medallist and Ski Champion Jakara Anthony discusses her h
 – ELEVEN Australia",,,"


Item added to your cart",More from ELEVEN Australia,"
          Olympic Gold Medallist and Ski Champion Jakara Anthony discusses her haircare Secrets and life on the slopes with ELEVEN Australia
        ","
          11 Of Our Favourite Products To Stock Up On This Cyber Weekend!
        ","
          ELEVEN Australia X Viscaya Wagner Holiday 2022
        ","Your Cart 
          





",,,,,,"
                Olympic Gold Medallist and Ski Champion Jakara Anthony discusses her haircare secrets and life on the slopes with ELEVEN Australia
              ",,,,,,,,,,,"
                What was the experience like for you?
              ",,,,,,,,,"
","
","
","
                As someone who spends so much time in cold weather, what are your biggest winter haircare tips?
              ","
",Jakara's go-to products, 
